STATE,ENROLL,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT
Illinois,4614,PROVISO TOWNSHIP HIGH SCHOOL DISTRICT 209,2016,90361,3872,23855,62634,88353,31891,34770,1326,10411
Illinois,1866,REAVIS TOWNSHIP HIGH SCHOOL DISTRICT 220,2016,39568,838,13649,25081,43759,18907,15471,668,4523
Illinois,704,RHODES SCHOOL DISTRICT 84-5,2016,14243,622,4174,9447,12331,6709,4193,352,226
Illinois,3226,RICH TOWNSHIP HIGH SCHOOL DISTRICT 227,2016,79890,3338,21011,55541,75023,36721,28855,2616,2924
Illinois,2345,RIDGELAND SCHOOL DISTRICT 122,2016,38233,2303,12635,23295,37733,16151,14716,838,216
Illinois,1370,RIVER FOREST SCHOOL DISTRICT 90,2016,29658,639,7766,21253,28446,15637,9767,572,2241
Illinois,697,RIVER GROVE SCHOOL DISTRICT 85-5,2016,10099,477,3650,5972,10458,4337,5126,198,117
Illinois,256,ROSEMONT SCHOOL DISTRICT 78,2016,6522,168,1640,4714,5375,3444,1593,29,43
Illinois,1681,RIVERSIDE SCHOOL DISTRICT 96,2016,32966,436,8325,24205,29154,18329,8744,256,760
Illinois,1635,RIVERSIDE-BROOKFIELD DISTRICT 208,2016,36810,536,10245,26029,39670,19370,9061,487,8477
Illinois,354,SANDRIDGE SCHOOL DISTRICT 172,2016,5806,565,2969,2272,5033,2237,2064,257,56
Illinois,14552,SCHAUMBURG COMMUNITY CONSOLIDATED SCHOOL DISTRICT 54,2016,249986,6979,74107,168900,246582,152886,75329,5078,12748
Illinois,1465,SCHILLER PARK SCHOOL DISTRICT 81,2016,23640,1484,6982,15174,23876,11179,7598,1018,2614
Illinois,1875,ELEM SCHOOL DISTRICT 159,2016,44003,2193,13457,28353,42660,19439,15063,1693,4186
Illinois,1832,SKOKIE SCHOOL DISTRICT 68,2016,41174,1220,11313,28641,36600,21285,11829,902,1225
Illinois,1690,SKOKIE SCHOOL DISTRICT 69,2016,34484,1457,10198,22829,30108,15307,10428,786,2273
Illinois,1564,SOUTH HOLLAND SCHOOL DISTRICT 151,2016,28342,2888,13378,12076,25188,12236,9639,1107,1217
Illinois,3447,BURBANK SCHOOL DISTRICT 111,2016,54848,3209,19320,32319,48537,29695,11629,1495,1424
Illinois,1445,STEGER SCHOOL DISTRICT 194,2016,19335,1641,9305,8389,28625,9888,7220,729,9977
Illinois,1873,SUMMIT SCHOOL DISTRICT 104,2016,32879,2786,14308,15785,29222,14255,8839,1522,794
Illinois,1023,SUNNYBROOK SCHOOL DISTRICT 171,2016,15126,1094,6789,7243,13954,6141,5681,441,342
Illinois,477,SUNSET RIDGE SCHOOL DISTRICT 29,2016,17270,178,4092,13000,18919,10332,4691,187,2249
Illinois,3450,THORNTON-FR T H SCHOOL DISTRICT 215,2016,69039,3566,32636,32837,67128,37015,22846,2312,1628
Illinois,214,THORNTON SCHOOL DISTRICT 154,2016,3261,255,1014,1992,3944,2124,1170,67,71
Illinois,5172,THORNTON TOWNSHIP HIGH SCHOOL DISTRICT 205,2016,134095,7340,59713,67042,133141,67631,45679,2917,3310
Illinois,2454,TINLEY PARK COMMUNITY SCHOOL DISTRICT 146,2016,50399,1832,14483,34084,45303,27057,15202,957,751
Illinois,662,UNION RIDGE SCHOOL DISTRICT 86,2016,8775,439,2489,5847,8690,5433,2444,172,166
Illinois,1157,WESTCHESTER SCHOOL DISTRICT 92-5,2016,19932,280,5344,14308,20791,8857,6079,436,3690
Illinois,1424,WESTERN SPRINGS SCHOOL DISTRICT 101,2016,22539,128,6138,16273,21945,12763,6801,232,572
Illinois,1252,WEST HARVEY DIX MOOR PUBLIC SCHOOL DISTRICT 147,2016,20799,2712,13896,4191,23368,8076,9513,1013,2906
Illinois,893,WEST NORTHFIELD SCHOOL DISTRICT 31,2016,21140,384,5402,15354,22535,11194,6733,22,2690
Illinois,6736,WHEELING COMMUNITY CONSOLIDATED SCHOOL DISTRICT 21,2016,140855,5297,42255,93303,135200,80341,48021,2344,2977
Illinois,388,WILLOW SPRINGS SCHOOL DISTRICT 108,2016,7416,305,2459,4652,7057,3448,1951,154,526
Illinois,3740,WILMETTE SCHOOL DISTRICT 39,2016,69627,1126,14182,54319,68684,38343,20182,2336,6172
Illinois,1763,WINNETKA SCHOOL DISTRICT 36,2016,54166,503,11535,42128,49170,26281,16670,247,2627
Illinois,1166,WORTH SCHOOL DISTRICT 127,2016,18139,649,7275,10215,17318,7679,5494,482,2429
Illinois,387311,CITY OF CHICAGO SCHOOL DISTRICT 299,2016,5272668,792420,1792323,2687925,5963039,3670641,1401967,260285,291208
Illinois,0,WILMETTE COMM SP ED AGREEMENT,2016,1123,3,0,1120,1124,3,176,0,0
Illinois,0,NILES TOWNSHIP DEPARTMENT OF SPECIAL EDUCATION,2016,15510,2602,3678,9230,15352,8424,5305,87,1378
Illinois,0,EISENHOWER COOPERATIVE,2016,17630,5143,3002,9485,16894,6626,6832,68,137
Illinois,0,EXC CHILDREN HAVE OPPORTUNITIES,2016,54853,4727,8758,41368,47219,20300,14928,3767,674
Illinois,0,LA GRANGE AREA DEPARTMENT OF SPECIAL EDUCATION -LADSE,2016,25016,5788,5382,13846,25698,7404,17477,38,78
Illinois,0,PROVISO AREA EXCEPTIONAL CHILD,2016,33226,4275,8945,20006,34503,14743,17943,175,173
Illinois,0,NORTH SUBURBAN EDUCATION REGION FOR VOCATIONAL ED (NSERVE),2016,1367,104,192,1071,1379,0,310,0,0
Illinois,0,DES PLAINES VALLEY ED FOR EMPLOYMENT REGIONAL DELIVERY SYSTEM,2016,1214,518,506,190,1230,0,316,0,0
Illinois,0,CAREER PREPARATION NETWORK,2016,854,0,52,802,1026,0,185,0,0
Illinois,0,CAREER DEVELOPMENT SYSTEM,2016,1484,48,224,1212,1455,0,353,0,0
Illinois,0,NORTHWEST SUBURBAN ED TO CAREERS,2016,1645,613,969,63,1699,405,837,0,457
Illinois,0,EVANSTON DISTS 65/202 JNT AGR,2016,4589,33,677,3879,4588,2849,1612,74,0
Illinois,0,MORAINE AREA CAREER SYSTEM (MACS),2016,1502,664,811,27,1502,0,319,0,0
Illinois,0,LEYDEN AREA SPECIAL EDUCATION COOPERATIVE,2016,7877,1720,1244,4913,8053,263,5784,0,11
Illinois,0,A E R O SPECIAL EDUCATION COOPERATIVE,2016,31210,5898,7306,18006,31830,16003,11445,48,604
Illinois,0,SOUTHWEST COOK COUNTY COOP ASSOCIATION SPECIAL EDUCATION,2016,32023,1936,5755,24332,31670,14098,10409,106,663
Illinois,0,SOUTH COOK COUNTY SPECIAL EDUCATION COOPERATIVE (SPEED),2016,24888,4607,3550,16731,25631,9153,8503,446,754
Illinois,0,NORTHWEST SUBURBAN SPECIAL EDUCATION ORGANIZATION,2016,52111,10725,8364,33022,52021,36528,13120,163,1513
Illinois,2809,HOMEWOOD-FLOSSMOOR COMMUNITY HIGH SCHOOL DISTRICT 233,2016,63613,957,19886,42770,56382,29737,21821,1382,1125
Illinois,856,RIDGEWOOD COMMUNITY HIGH SCHOOL DISTRICT 234,2016,24096,1264,4441,18391,19420,9889,6059,401,649
Illinois,1641,ROBINSON COMMUNITY UNIT SCHOOL DISTRICT 2,2016,21998,1128,6811,14059,18922,9571,6921,962,268
Illinois,328,HUTSONVILLE COMMUNITY UNIT SCHOOL DISTRICT 1,2016,4213,215,2707,1291,4017,2069,1589,213,46
Illinois,568,OBLONG COMMUNITY UNIT SCHOOL DISTRICT 4,2016,6810,332,3871,2607,6416,3584,2209,277,98
Illinois,336,PALESTINE COMMUNITY UNIT SCHOOL DISTRICT 3,2016,4027,152,2112,1763,3625,1784,1356,177,48
Illinois,1040,CUMBERLAND COMMUNITY UNIT SCHOOL DISTRICT 77,2016,10688,640,6964,3084,11509,6247,3127,423,1577
Illinois,660,NEOGA COMMUNITY UNIT SCHOOL DISTRICT 3,2016,7950,411,4330,3209,6635,3353,2672,279,76
Illinois,6450,DEKALB COMMUNITY UNIT SCHOOL DISTRICT 428,2016,98666,6010,38908,53748,96506,52923,31263,2265,2570
Illinois,1759,GENOA KINGSTON COMMUNITY UNIT SCHOOL DISTRICT 424,2016,23683,853,10499,12331,21774,12391,7646,624,441
Illinois,550,HIAWATHA COMMUNITY UNIT SCHOOL DISTRICT 426,2016,7462,425,2729,4308,6671,3442,2354,241,143
Illinois,701,HINCKLEY BIG ROCK COMMUNITY UNIT SCHOOL DISTRICT 429,2016,12816,428,2934,9454,10824,5387,4506,152,142
Illinois,2098,SANDWICH COMMUNITY SCHOOL DISTRICT 430,2016,28287,1234,11590,15463,26185,16895,7538,583,592
Illinois,723,INDIAN CREEK COMMUNITY UNIT DISTRICT 425,2016,12556,390,3186,8980,12666,5979,3620,199,2617
Illinois,808,SOMONAUK COMMUNITY UNIT SCHOOL DISTRICT 432,2016,11459,402,3576,7481,10109,5081,3760,362,120
Illinois,3795,SYCAMORE COMMUNITY SCHOOL DISTRICT 427,2016,57380,1920,20710,34750,54909,30065,18668,1433,1025
Illinois,0,NORTHWESTERN ILLINOIS ASSOCIATION,2016,20263,565,1328,18370,19390,5733,13385,2,270
Illinois,0,INDIAN VALLEY AREA VOCATIONAL CENTER,2016,4460,68,1306,3086,4554,2811,1403,0,333
Illinois,0,KISHWAUKEE EDUCATION CONSORTIUM,2016,2710,140,644,1926,2335,894,454,42,31
Illinois,2023,CLINTON COMMUNITY UNIT SCHOOL DISTRICT 15,2016,26902,1529,8932,16441,24743,13790,7547,972,1422
Illinois,782,BLUE RIDGE SCHOOL DISTRICT 18,2016,11906,512,3692,7702,11325,5727,4200,298,263
Illinois,744,ARCOLA COMMUNITY UNIT SCHOOL DISTRICT 306,2016,8836,492,5287,3057,9246,4979,3334,370,476
Illinois,1251,ARTHUR COMMUNITY UNIT SCHOOL DISTRICT 305,2016,16571,805,7298,8468,15134,8922,5067,650,196
Illinois,981,TUSCOLA COMMUNITY UNIT SCHOOL DISTRICT 301,2016,13039,417,5541,7081,12053,6802,3844,185,1034
Illinois,666,VILLA GROVE COMMUNITY UNIT SCHOOL DISTRICT 302,2016,8077,343,4319,3415,7172,3726,2443,238,324
Illinois,4262,ADDISON SCHOOL DISTRICT 4,2016,56900,4557,20692,31651,49726,28947,15344,1376,2694
Illinois,636,BENJAMIN SCHOOL DISTRICT 25,2016,15279,319,3817,11143,13106,7829,4706,110,137
Illinois,1478,FENTON COMMUNITY HIGH SCHOOL DISTRICT 100,2016,37821,1176,11037,25608,48470,19809,13110,500,12821
Illinois,2159,BENSENVILLE SCHOOL DISTRICT 2,2016,41569,2191,12676,26702,42100,22580,11474,1236,3673
Illinois,1291,BLOOMINGDALE SCHOOL DISTRICT 13,2016,23187,449,5315,17423,22291,11815,7521,129,1358
Illinois,528,BUTLER SCHOOL DISTRICT 53,2016,13673,33,3338,10302,14897,6948,4446,53,3018
Illinois,747,CASS SCHOOL DISTRICT 63,2016,13103,748,2664,9691,12623,6684,4034,213,203
Illinois,986,CENTER CASS SCHOOL DISTRICT 66,2016,15741,341,3540,11860,15440,9427,4955,402,273
Illinois,8436,ELMHURST SCHOOL DISTRICT 205,2016,148429,3600,32580,112249,132594,80888,42938,2518,623
Illinois,3821,COMMUNITY CONSOLIDATED SCHOOL DISTRICT 93,2016,76826,1428,20425,54973,79820,43269,26093,769,6799
Illinois,4956,COMMUNITY HIGH SCHOOL DISTRICT 99,2016,116581,2613,29458,84510,106891,68807,31233,869,2669
Illinois,5157,DOWNERS GROVE ELEMENTARY SCHOOL DISTRICT 58,2016,78910,2108,21126,55676,77907,43617,29796,498,387
Illinois,28283,INDIAN PRAIRIE COMMUNITY UNIT SCHOOL DISTRICT 204,2016,434972,10804,133870,290298,408358,258614,116441,6270,13941
Illinois,8173,GLENBARD TOWNSHIP HIGH SCHOOL DISTRICT 87,2016,178205,3035,47404,127766,197688,105693,45150,1656,39001
Illinois,3539,GLEN ELLYN SCHOOL DISTRICT 41,2016,64793,924,17358,46511,61926,35182,19022,1621,4972
Illinois,3005,WOODRIDGE SCHOOL DISTRICT 68,2016,55959,2107,16034,37818,52613,27967,17823,921,2357
Illinois,865,GOWER SCHOOL DISTRICT 62,2016,16826,56,3558,13212,16077,9208,5389,277,484
Illinois,3853,HINSDALE ELEM SCHOOL DISTRICT 181,2016,83200,955,15767,66478,75374,45624,25727,486,1612
Illinois,4387,HINSDALE TOWNSHIP SCHOOL DISTRICT 86,2016,106333,1250,22009,83074,108118,66995,33320,50,4211
Illinois,958,ITASCA ELEM SCHOOL DISTRICT 10,2016,15745,490,3309,11946,14718,7300,5071,39,1160
Illinois,1525,KEENEYVILLE SCHOOL DISTRICT 20,2016,22660,1240,5994,15426,21745,11155,7839,599,1911
Illinois,1546,DARIEN SCHOOL DISTRICT 61,2016,23575,710,7318,15547,26010,13366,6417,564,3861
Illinois,1506,LISLE COMMUNITY UNIT SCHOOL DISTRICT 202,2016,41309,942,9997,30370,37218,19284,14007,420,1684
Illinois,3126,LOMBARD SCHOOL DISTRICT 44,2016,65445,1172,17810,46463,62972,35993,20473,1001,3769
Illinois,1370,MAERCKER SCHOOL DISTRICT 60,2016,24648,920,5330,18398,23033,12217,7604,438,1091
Illinois,2663,MARQUARDT SCHOOL DISTRICT 15,2016,55983,2512,19557,33914,49364,26838,14331,3090,1367
Illinois,624,MEDINAH SCHOOL DISTRICT 11,2016,12357,410,3155,8792,11606,5357,4835,262,242
Illinois,16788,NAPERVILLE COMMUNITY UNIT DISTRICT 203,2016,318869,7139,69646,242084,299330,164282,107882,5124,14928
Illinois,2642,LAKE PARK COMMUNITY HIGH SCHOOL DISTRICT 108,2016,65682,1018,14223,50441,57877,28874,22189,1411,2216
Illinois,672,COMMUNITY CONSOLIDATED SCHOOL DISTRICT 180,2016,14124,1822,4416,7886,13603,7001,4534,536,283
Illinois,1926,QUEEN BEE SCHOOL DISTRICT 16,2016,34366,1325,12409,20632,32563,15761,11932,1089,411
Illinois,708,ROSELLE SCHOOL DISTRICT 12,2016,13232,423,4811,7998,13210,7767,4192,196,92
Illinois,496,SALT CREEK SCHOOL DISTRICT 48,2016,13140,383,3652,9105,11658,5369,5352,217,118
Illinois,3530,VILLA PARK SCHOOL DISTRICT 45,2016,57980,2962,18772,36246,55809,30491,20201,956,1397
Illinois,2070,GLEN ELLYN COMMUNITY CONSOLIDATED SCHOOL DISTRICT 89,2016,36951,549,9405,26997,34744,20930,10932,566,604
Illinois,2012,WEST CHICAGO COMMUNITY HIGH SCHOOL DISTRICT 94,2016,38728,914,11252,26562,38284,21075,12364,66,3401
Illinois,4571,WEST CHICAGO ELEMENTARY SCHOOL DISTRICT 33,2016,73613,6254,31249,36110,66337,37353,20662,3496,715
Illinois,1345,WESTMONT COMMUNITY UNIT SCHOOL DISTRICT 201,2016,34113,819,9560,23734,34415,17737,11843,701,2423
Illinois,12876,COMMUNITY UNIT SCHOOL DISTRICT 200,2016,223049,7861,63363,151825,205358,123933,67920,3146,1627
Illinois,320,WINFIELD SCHOOL DISTRICT 34,2016,7530,186,1796,5548,7310,3456,2506,45,493
Illinois,1143,WOOD DALE SCHOOL DISTRICT 7,2016,19420,721,6203,12496,19641,10528,6886,310,1021
Illinois,4075,DUPAGE HIGH SCHOOL DISTRICT 88,2016,91470,2575,24840,64055,82455,45279,27962,1275,1414
Illinois,0,SCHOOL ASSOCIATION SPECIAL EDUCATION DUPAGE (SASED),2016,56413,8755,7498,40160,56294,24337,21778,156,536
Illinois,0,COOPERATIVE ASSOCIATION FOR SPECIAL EDUCATION,2016,26381,5414,6719,14248,24903,8817,15657,22,127
Illinois,0,NORTH DUPAGE SPECIAL EDUCATION COOPERATIVE,2016,15343,857,2491,11995,16503,4589,6492,0,514
Illinois,0,DUPAGE AREA OCCUPATIONAL EDUCATION SYSTEM (DAEVA),2016,10355,1092,3495,5768,9874,3788,4099,0,503
Illinois,332,EDGAR COUNTY COMMUNITY UNIT SCHOOL DISTRICT 6,2016,4287,238,1437,2612,3647,1927,1505,175,3
Illinois,201,KANSAS COMMUNITY UNIT SCHOOL DISTRICT 3,2016,3221,145,1291,1785,2904,1515,1184,108,41
Illinois,1350,PARIS UNION SCHOOL DISTRICT 95,2016,13730,1115,9333,3282,13414,6995,3209,536,161
Illinois,590,PARIS COOPERATIVE HIGH SCHOOL,2016,16777,153,8656,7968,17729,7802,3210,491,5905
Illinois,687,PARIS CRESTWOOD COMMUNITY UNIT SCHOOL DISTRICT 4,2016,6841,239,2566,4036,6569,2763,1872,187,104
Illinois,423,SHILOH COMMUNITY UNIT SCHOOL DISTRICT 1,2016,6270,423,2092,3755,5628,2613,2220,248,303
Illinois,924,EDWARDS COUNTY COMMUNITY UNIT SCHOOL DISTRICT 1,2016,9781,416,6608,2757,9927,5927,2822,468,454
Illinois,761,ALTAMONT COMMUNITY UNIT SCHOOL DISTRICT 10,2016,8196,480,4675,3041,10273,4530,2713,270,2333
Illinois,320,BEECHER CITY COMMUNITY UNIT SCHOOL DISTRICT 20,2016,4405,240,1943,2222,6570,2296,1774,203,2183
Illinois,480,DIETERICH COMMUNITY UNIT SCHOOL DISTRICT 30,2016,4988,232,3191,1565,4954,3078,1586,203,58
Illinois,2634,EFFINGHAM COMMUNITY UNIT SCHOOL DISTRICT 40,2016,28267,1514,11033,15720,27198,13889,9415,1491,1326
Illinois,1061,TEUTOPOLIS COMMUNITY UNIT SCHOOL DISTRICT 50,2016,8841,380,3506,4955,8662,4646,3041,368,272
Illinois,384,BROWNSTOWN COMMUNITY UNIT SCHOOL DISTRICT 201,2016,4828,441,3030,1357,4649,2224,1653,225,30
Illinois,456,RAMSEY COMMUNITY UNIT SCHOOL DISTRICT 204,2016,5303,531,3701,1071,5254,3020,1635,206,188
Illinois,478,ST ELMO COMMUNITY UNIT SCHOOL DISTRICT 202,2016,5504,570,3582,1352,5339,3044,1736,258,87
Illinois,1536,VANDALIA COMMUNITY UNIT SCHOOL DISTRICT 203,2016,19695,1294,11084,7317,19161,10607,5677,865,1059
Illinois,0,BOND FAYETTE EFFINGHAM EFE 410,2016,598,67,49,482,614,23,88,0,26
Illinois,0,OKAW AREA VOCATIONAL CENTER,2016,1133,0,470,663,998,357,7,0,0
Illinois,1045,GIBSON CITY-MELVIN-SIBLEY COMMUNITY SCHOOL DISTRICT 5,2016,14920,564,6410,7946,14364,7807,4899,486,432
Illinois,1360,PAXTON-BUCKLEY-LODA COMMUNITY UNIT DISTRICT 10,2016,18822,1030,8573,9219,18370,10263,5635,983,334
Illinois,0,FORD SPECIAL EDUCATION COOPERATIVE,2016,1669,587,322,760,1617,3,1112,0,0
Illinois,0,FORD-IROQUOIS COUNTY SPECIAL EDUCATION ASSOCIATION,2016,7747,967,2202,4578,7747,5043,2572,27,86
Illinois,91,AKIN COMMUNITY CONSOLIDATED SCHOOL DISTRICT 91,2016,1939,76,520,1343,1512,833,512,66,59
Illinois,1153,BENTON COMMUNITY CONSOLIDATED SCHOOL DISTRICT 47,2016,13008,1201,8598,3209,13618,8154,3227,508,1276
Illinois,597,BENTON CONSOLIDATED HIGH SCHOOL DISTRICT 103,2016,9173,533,4411,4229,8653,4642,3204,233,118
Illinois,202,EWING NORTHERN COMMUNITY CONSOLIDATED SCHOOL DISTRICT 115,2016,2581,241,1504,836,2646,1589,714,124,190
Illinois,690,SESSER-VALIER COMMUNITY UNIT SCHOOL DISTRICT 196,2016,7405,552,4994,1859,7404,4041,2528,420,83
Illinois,346,THOMPSONVILLE SCHOOL DISTRICT 174,2016,3416,321,2144,951,3049,1766,961,159,76
Illinois,1831,WEST FRANKFORT COMMUNITY UNIT SCHOOL DISTRICT 168,2016,19890,2597,13801,3492,19370,13382,4844,790,150
Illinois,620,ZEIGLER-ROYALTON COMMUNITY UNIT SCHOOL DISTRICT 188,2016,7020,604,5263,1153,8660,4510,2277,324,1186
Illinois,810,CHRISTOPHER UNIT 99,2016,9134,1020,6286,1828,8944,5484,2263,642,76
Illinois,0,FRANKLIN-JEFFERSON COUNTY SPECIAL EDUCATION DISTRICT,2016,6718,3101,1260,2357,6285,1377,4240,0,12
Illinois,350,ASTORIA COMMUNITY UNIT SCHOOL DISTRICT 1,2016,4359,199,2482,1678,3983,2084,1387,194,183
Illinois,2604,CANTON SCHOOL DISTRICT 66,2016,28142,2013,16076,10053,27297,15556,9238,818,658
Illinois,1432,FARMINGTON CENTRAL COMMUNITY UNIT SCHOOL DISTRICT 265,2016,17008,806,6905,9297,14465,6610,5565,746,251
Illinois,468,FULTON COUNTY COMMUNITY UNIT SCHOOL DISTRICT 3,2016,6015,315,3020,2680,6029,3049,2408,251,134
Illinois,357,SPOON RIVER VALLEY COMMUNITY UNIT SCHOOL DISTRICT 4,2016,4878,194,1973,2711,4718,2425,1917,222,69
Illinois,369,V I T COMMUNITY UNIT SCHOOL DISTRICT 2,2016,4780,212,2067,2501,4809,2466,1601,236,305
Illinois,700,LEWISTOWN SCHOOL DISTRICT 97,2016,7960,389,4379,3192,7034,4111,2140,356,152
Illinois,781,GALLATIN COMMUNITY UNIT SCHOOL DISTRICT 7,2016,8801,657,5609,2535,8471,4893,2889,476,56
Illinois,601,CARROLLTON COMMUNITY UNIT SCHOOL DISTRICT 1,2016,6698,463,3526,2709,6703,3424,2382,234,527
Illinois,459,GREENFIELD COMMUNITY UNIT SCHOOL DISTRICT 10,2016,5669,259,2730,2680,5589,3439,1869,178,78
Illinois,885,NORTH GREEN UNIT SCHOOL DISTRICT 3,2016,10791,1072,6614,3105,10640,5576,3512,727,286
Illinois,138,BRACEVILLE SCHOOL DISTRICT 75,2016,1748,96,1135,517,1824,848,398,70,12
Illinois,2119,COAL CITY COMMUNITY UNIT SCHOOL DISTRICT 1,2016,36334,723,7921,27690,38127,16517,11203,924,6343
Illinois,198,GARDNER COMMUNITY CONSOLIDATED SCHOOL DISTRICT 72C,2016,2672,109,1450,1113,2548,1358,781,135,33
Illinois,183,GARDNER S WILM TOWNSHIP HIGH SCHOOL DISTRICT 73,2016,3839,84,1506,2249,4417,1831,1555,118,817
Illinois,315,MAZON VERONA KINSMAN COMMUNITY UNIT DISTRICT 2,2016,5027,162,1313,3552,4792,2423,1733,113,74
Illinois,4472,MINOOKA COMMUNITY CONSOLIDATED SCHOOL DISTRICT 201,2016,46175,1093,18586,26496,46102,24394,14418,883,557
Illinois,2680,MINOOKA COMMUNITY HIGH SCHOOL DISTRICT 111,2016,42353,443,11503,30407,40082,19513,13046,849,1315
Illinois,924,MORRIS COMMUNITY HIGH SCHOOL DISTRICT 101,2016,14660,201,4477,9982,14866,7741,3969,319,170
Illinois,1178,MORRIS SCHOOL DISTRICT 54,2016,13804,658,4994,8152,13847,6247,4564,581,412
Illinois,89,NETTLE CR COMMUNITY CONSOLIDATED SCHOOL DISTRICT 24C,2016,1722,29,339,1354,1642,701,629,6,168
Illinois,785,SARATOGA COMMUNITY CONSOLIDATED SCHOOL DISTRICT 60-C,2016,10150,428,2378,7344,9355,4162,3093,208,866
Illinois,105,SOUTH WILMINGTON CONSOLIDATED SCHOOL DISTRICT 74,2016,1275,42,503,730,1196,582,409,41,2
Illinois,0,GRUNDY AREA VOCATIONAL CENTER,2016,6549,0,681,5868,6374,3683,2015,0,550
Illinois,0,GRUNDY COUNTY SPECIAL EDUCATION COOPERATIVE,2016,12906,2671,2297,7938,12900,6909,3007,0,70
Illinois,1250,HAMILTON COUNTY COMMUNITY UNIT SCHOOL DISTRICT 10,2016,14281,928,8864,4489,13778,7626,4500,862,445
Illinois,524,SOUTHEASTERN COMMUNITY UNIT SCHOOL DISTRICT 337,2016,6826,555,3688,2583,6698,3391,2670,329,33
Illinois,186,DALLAS CITY ELEMENTARY SCHOOL DISTRICT 327,2016,2467,207,1395,865,2537,1157,1036,190,32
Illinois,602,HAMILTON COMMUNITY CONSOLIDATED SCHOOL DISTRICT 328,2016,6019,329,2516,3174,5902,3458,1795,301,66
Illinois,228,NAUVOO COLUSA COMMUNITY UNIT SCHOOL DISTRICT 325,2016,4638,172,1087,3379,3959,1616,1504,129,237
Illinois,399,WARSAW COMMUNITY UNIT SCHOOL DISTRICT 316,2016,5356,203,2818,2335,4889,2586,1553,186,56
Illinois,382,ILLINI WEST HIGH SCHOOL DISTRICT 307,2016,5133,178,2121,2834,4541,2358,1723,4,60
Illinois,231,LA HARPE COMMUNITY UNIT SCHOOL DISTRICT 347,2016,3257,165,1142,1950,3407,1781,1042,245,102
Illinois,438,CARTHAGE ELEMENTARY SCHOOL DISTRICT 317,2016,4244,222,1825,2197,4384,2164,1559,287,137
Illinois,603,HARDIN COUNTY COMMUNITY UNIT SCHOOL DISTRICT 1,2016,6315,716,4682,917,5855,3171,1984,379,37
Illinois,871,WEST CENTRAL SCHOOL DISTRICT 235,2016,10337,478,4550,5309,10498,5557,3523,499,627
Illinois,398,ALWOOD COMMUNITY UNIT SCHOOL DISTRICT 225,2016,5541,274,1639,3628,5248,2954,1850,188,1
Illinois,382,ANNAWAN COMMUNITY UNIT SCHOOL DISTRICT 226,2016,5081,135,1864,3082,4682,2673,1603,187,46
Illinois,506,CAMBRIDGE COMMUNITY UNIT SCHOOL DISTRICT 227,2016,6042,407,2224,3411,5980,3421,1738,259,248
Illinois,456,COLONA SCHOOL DISTRICT 190,2016,5010,485,2624,1901,4729,2399,1252,300,554
Illinois,583,GALVA COMMUNITY UNIT SCHOOL DISTRICT 224,2016,6428,409,2446,3573,6565,2898,2513,289,270
Illinois,2601,GENESEO COMMUNITY UNIT SCHOOL DISTRICT 228,2016,28242,842,10272,17128,27891,13001,11479,1408,471
Illinois,1950,KEWANEE COMMUNITY UNIT SCHOOL DISTRICT 229,2016,21343,2101,13924,5318,20689,10716,6067,1170,936
Illinois,1088,ORION COMMUNITY UNIT SCHOOL DISTRICT 223,2016,12556,414,4330,7812,11575,5996,3714,580,499
Illinois,589,WETHERSFIELD COMMUNITY UNIT SCHOOL DISTRICT 230,2016,6546,313,3422,2811,6949,3668,1950,255,582
Illinois,0,HENRY-STARK COUNTY SPECIAL EDUCATION DISTRICT,2016,8628,1934,2173,4521,9254,4915,4112,44,35
Illinois,1113,CENTRAL COMMUNITY UNIT SCHOOL DISTRICT 4,2016,14035,709,6813,6513,13963,7551,5357,534,117
Illinois,305,CISSNA PARK COMMUNITY UNIT SCHOOL DISTRICT 6,2016,3973,146,1663,2164,3689,1887,1342,206,15
Illinois,73,CRESCENT IROQUOIS CUSD 249,2016,2251,70,752,1429,2195,966,680,66,14
Illinois,336,DONOVAN COMMUNITY UNIT SCHOOL DISTRICT 3,2016,4704,234,2205,2265,4345,2012,1558,213,46
Illinois,1085,IROQUOIS COUNTY COMMUNITY UNIT SCHOOL DISTRICT 9,2016,13412,885,7796,4731,13186,6960,4122,723,112
Illinois,650,MILFORD AREA PUBLIC SCHOOLS DISTRICT 124,2016,9877,408,4018,5451,11417,4602,4064,295,812
Illinois,0,IROQUOIS AREA REGIONAL DELIVERY SYSTEM,2016,154,45,109,0,169,37,83,0,11
Illinois,993,IROQUOIS WEST COMMUNITY UNIT DISTRICT 10,2016,13277,605,8312,4360,12723,7356,3739,420,19
Illinois,1037,CARBONDALE COMMUNITY HIGH SCHOOL DISTRICT 165,2016,18743,1146,5038,12559,17098,9612,5551,1025,30
Illinois,1553,CARBONDALE ELEM SCHOOL DISTRICT 95,2016,22858,2215,7745,12898,22437,12366,7666,982,413
Illinois,239,DESOTO CONSOLIDATED SCHOOL DISTRICT 86,2016,2759,255,1585,919,2774,1275,1018,154,202
Illinois,467,ELVERADO COMMUNITY UNIT SCHOOL DISTRICT 196,2016,5219,378,3629,1212,5172,2771,1588,270,54
